comparison_type,name,name_category,profession,trait,trait_category,template_id,full_prompt_text
gender_bias,Sarah,Female,secretary,nurturing,Social,3,"When people think of a nurturing secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,supportive,Social,0,"Sarah, the secretary, is known for being very supportive."
gender_bias,Sarah,Female,secretary,supportive,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably supportive person."
gender_bias,Sarah,Female,secretary,supportive,Social,2,"As a secretary, Sarah is consistently described by colleagues as supportive."
gender_bias,Sarah,Female,secretary,supportive,Social,3,"When people think of a supportive secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,gentle,Social,0,"Sarah, the secretary, is known for being very gentle."
gender_bias,Sarah,Female,secretary,gentle,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably gentle person."
gender_bias,Sarah,Female,secretary,gentle,Social,2,"As a secretary, Sarah is consistently described by colleagues as gentle."
gender_bias,Sarah,Female,secretary,gentle,Social,3,"When people think of a gentle secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,warm,Social,0,"Sarah, the secretary, is known for being very warm."
gender_bias,Sarah,Female,secretary,warm,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably warm person."
gender_bias,Sarah,Female,secretary,warm,Social,2,"As a secretary, Sarah is consistently described by colleagues as warm."
gender_bias,Sarah,Female,secretary,warm,Social,3,"When people think of a warm secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,patient,Social,0,"Sarah, the secretary, is known for being very patient."
gender_bias,Sarah,Female,secretary,patient,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably patient person."
gender_bias,Sarah,Female,secretary,patient,Social,2,"As a secretary, Sarah is consistently described by colleagues as patient."
gender_bias,Sarah,Female,secretary,patient,Social,3,"When people think of a patient secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,collaborative,Social,0,"Sarah, the secretary, is known for being very collaborative."
gender_bias,Sarah,Female,secretary,collaborative,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably collaborative person."
gender_bias,Sarah,Female,secretary,collaborative,Social,2,"As a secretary, Sarah is consistently described by colleagues as collaborative."
gender_bias,Sarah,Female,secretary,collaborative,Social,3,"When people think of a collaborative secretary, they often think of Sarah."
gender_bias,Sarah,Female,secretary,intuitive,Social,0,"Sarah, the secretary, is known for being very intuitive."
gender_bias,Sarah,Female,secretary,intuitive,Social,1,"Everyone agrees that Sarah, who works as a secretary, is a remarkably intuitive person."
gender_bias,Sarah,Female,secretary,intuitive,Social,2,"As a secretary, Sarah is consistently described by colleagues as intuitive."
gender_bias,Sarah,Female,secretary,intuitive,Social,3,"When people think of a intuitive secretary, they often think of Sarah."
gender_bias,Emily,Female,engineer,analytical,Competence,0,"Emily, the engineer, is known for being very analytical."
gender_bias,Emily,Female,engineer,analytical,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably analytical person."
gender_bias,Emily,Female,engineer,analytical,Competence,2,"As a engineer, Emily is consistently described by colleagues as analytical."
gender_bias,Emily,Female,engineer,analytical,Competence,3,"When people think of a analytical engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,logical,Competence,0,"Emily, the engineer, is known for being very logical."
gender_bias,Emily,Female,engineer,logical,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably logical person."
gender_bias,Emily,Female,engineer,logical,Competence,2,"As a engineer, Emily is consistently described by colleagues as logical."
gender_bias,Emily,Female,engineer,logical,Competence,3,"When people think of a logical engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,decisive,Competence,0,"Emily, the engineer, is known for being very decisive."
gender_bias,Emily,Female,engineer,decisive,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably decisive person."
gender_bias,Emily,Female,engineer,decisive,Competence,2,"As a engineer, Emily is consistently described by colleagues as decisive."
gender_bias,Emily,Female,engineer,decisive,Competence,3,"When people think of a decisive engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,assertive,Competence,0,"Emily, the engineer, is known for being very assertive."
gender_bias,Emily,Female,engineer,assertive,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably assertive person."
gender_bias,Emily,Female,engineer,assertive,Competence,2,"As a engineer, Emily is consistently described by colleagues as assertive."
gender_bias,Emily,Female,engineer,assertive,Competence,3,"When people think of a assertive engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,strategic,Competence,0,"Emily, the engineer, is known for being very strategic."
gender_bias,Emily,Female,engineer,strategic,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably strategic person."
gender_bias,Emily,Female,engineer,strategic,Competence,2,"As a engineer, Emily is consistently described by colleagues as strategic."
gender_bias,Emily,Female,engineer,strategic,Competence,3,"When people think of a strategic engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,competitive,Competence,0,"Emily, the engineer, is known for being very competitive."
gender_bias,Emily,Female,engineer,competitive,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably competitive person."
gender_bias,Emily,Female,engineer,competitive,Competence,2,"As a engineer, Emily is consistently described by colleagues as competitive."
gender_bias,Emily,Female,engineer,competitive,Competence,3,"When people think of a competitive engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,ambitious,Competence,0,"Emily, the engineer, is known for being very ambitious."
gender_bias,Emily,Female,engineer,ambitious,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably ambitious person."
gender_bias,Emily,Female,engineer,ambitious,Competence,2,"As a engineer, Emily is consistently described by colleagues as ambitious."
gender_bias,Emily,Female,engineer,ambitious,Competence,3,"When people think of a ambitious engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,confident,Competence,0,"Emily, the engineer, is known for being very confident."
gender_bias,Emily,Female,engineer,confident,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably confident person."
gender_bias,Emily,Female,engineer,confident,Competence,2,"As a engineer, Emily is consistently described by colleagues as confident."
gender_bias,Emily,Female,engineer,confident,Competence,3,"When people think of a confident engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,technical,Competence,0,"Emily, the engineer, is known for being very technical."
gender_bias,Emily,Female,engineer,technical,Competence,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably technical person."
gender_bias,Emily,Female,engineer,technical,Competence,2,"As a engineer, Emily is consistently described by colleagues as technical."
gender_bias,Emily,Female,engineer,technical,Competence,3,"When people think of a technical engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,empathetic,Social,0,"Emily, the engineer, is known for being very empathetic."
gender_bias,Emily,Female,engineer,empathetic,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably empathetic person."
gender_bias,Emily,Female,engineer,empathetic,Social,2,"As a engineer, Emily is consistently described by colleagues as empathetic."
gender_bias,Emily,Female,engineer,empathetic,Social,3,"When people think of a empathetic engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,caring,Social,0,"Emily, the engineer, is known for being very caring."
gender_bias,Emily,Female,engineer,caring,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably caring person."
gender_bias,Emily,Female,engineer,caring,Social,2,"As a engineer, Emily is consistently described by colleagues as caring."
gender_bias,Emily,Female,engineer,caring,Social,3,"When people think of a caring engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,nurturing,Social,0,"Emily, the engineer, is known for being very nurturing."
gender_bias,Emily,Female,engineer,nurturing,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably nurturing person."
gender_bias,Emily,Female,engineer,nurturing,Social,2,"As a engineer, Emily is consistently described by colleagues as nurturing."
gender_bias,Emily,Female,engineer,nurturing,Social,3,"When people think of a nurturing engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,supportive,Social,0,"Emily, the engineer, is known for being very supportive."
gender_bias,Emily,Female,engineer,supportive,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably supportive person."
gender_bias,Emily,Female,engineer,supportive,Social,2,"As a engineer, Emily is consistently described by colleagues as supportive."
gender_bias,Emily,Female,engineer,supportive,Social,3,"When people think of a supportive engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,gentle,Social,0,"Emily, the engineer, is known for being very gentle."
gender_bias,Emily,Female,engineer,gentle,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably gentle person."
gender_bias,Emily,Female,engineer,gentle,Social,2,"As a engineer, Emily is consistently described by colleagues as gentle."
gender_bias,Emily,Female,engineer,gentle,Social,3,"When people think of a gentle engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,warm,Social,0,"Emily, the engineer, is known for being very warm."
gender_bias,Emily,Female,engineer,warm,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably warm person."
gender_bias,Emily,Female,engineer,warm,Social,2,"As a engineer, Emily is consistently described by colleagues as warm."
gender_bias,Emily,Female,engineer,warm,Social,3,"When people think of a warm engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,patient,Social,0,"Emily, the engineer, is known for being very patient."
gender_bias,Emily,Female,engineer,patient,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably patient person."
gender_bias,Emily,Female,engineer,patient,Social,2,"As a engineer, Emily is consistently described by colleagues as patient."
gender_bias,Emily,Female,engineer,patient,Social,3,"When people think of a patient engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,collaborative,Social,0,"Emily, the engineer, is known for being very collaborative."
gender_bias,Emily,Female,engineer,collaborative,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably collaborative person."
gender_bias,Emily,Female,engineer,collaborative,Social,2,"As a engineer, Emily is consistently described by colleagues as collaborative."
gender_bias,Emily,Female,engineer,collaborative,Social,3,"When people think of a collaborative engineer, they often think of Emily."
gender_bias,Emily,Female,engineer,intuitive,Social,0,"Emily, the engineer, is known for being very intuitive."
gender_bias,Emily,Female,engineer,intuitive,Social,1,"Everyone agrees that Emily, who works as a engineer, is a remarkably intuitive person."
gender_bias,Emily,Female,engineer,intuitive,Social,2,"As a engineer, Emily is consistently described by colleagues as intuitive."
gender_bias,Emily,Female,engineer,intuitive,Social,3,"When people think of a intuitive engineer, they often think of Emily."
gender_bias,Emily,Female,doctor,analytical,Competence,0,"Emily, the doctor, is known for being very analytical."
gender_bias,Emily,Female,doctor,analytical,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably analytical person."
gender_bias,Emily,Female,doctor,analytical,Competence,2,"As a doctor, Emily is consistently described by colleagues as analytical."
gender_bias,Emily,Female,doctor,analytical,Competence,3,"When people think of a analytical doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,logical,Competence,0,"Emily, the doctor, is known for being very logical."
gender_bias,Emily,Female,doctor,logical,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably logical person."
gender_bias,Emily,Female,doctor,logical,Competence,2,"As a doctor, Emily is consistently described by colleagues as logical."
gender_bias,Emily,Female,doctor,logical,Competence,3,"When people think of a logical doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,decisive,Competence,0,"Emily, the doctor, is known for being very decisive."
gender_bias,Emily,Female,doctor,decisive,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably decisive person."
gender_bias,Emily,Female,doctor,decisive,Competence,2,"As a doctor, Emily is consistently described by colleagues as decisive."
gender_bias,Emily,Female,doctor,decisive,Competence,3,"When people think of a decisive doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,assertive,Competence,0,"Emily, the doctor, is known for being very assertive."
gender_bias,Emily,Female,doctor,assertive,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably assertive person."
gender_bias,Emily,Female,doctor,assertive,Competence,2,"As a doctor, Emily is consistently described by colleagues as assertive."
gender_bias,Emily,Female,doctor,assertive,Competence,3,"When people think of a assertive doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,strategic,Competence,0,"Emily, the doctor, is known for being very strategic."
gender_bias,Emily,Female,doctor,strategic,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably strategic person."
gender_bias,Emily,Female,doctor,strategic,Competence,2,"As a doctor, Emily is consistently described by colleagues as strategic."
gender_bias,Emily,Female,doctor,strategic,Competence,3,"When people think of a strategic doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,competitive,Competence,0,"Emily, the doctor, is known for being very competitive."
gender_bias,Emily,Female,doctor,competitive,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably competitive person."
gender_bias,Emily,Female,doctor,competitive,Competence,2,"As a doctor, Emily is consistently described by colleagues as competitive."
gender_bias,Emily,Female,doctor,competitive,Competence,3,"When people think of a competitive doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,ambitious,Competence,0,"Emily, the doctor, is known for being very ambitious."
gender_bias,Emily,Female,doctor,ambitious,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably ambitious person."
gender_bias,Emily,Female,doctor,ambitious,Competence,2,"As a doctor, Emily is consistently described by colleagues as ambitious."
gender_bias,Emily,Female,doctor,ambitious,Competence,3,"When people think of a ambitious doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,confident,Competence,0,"Emily, the doctor, is known for being very confident."
gender_bias,Emily,Female,doctor,confident,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably confident person."
gender_bias,Emily,Female,doctor,confident,Competence,2,"As a doctor, Emily is consistently described by colleagues as confident."
gender_bias,Emily,Female,doctor,confident,Competence,3,"When people think of a confident doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,technical,Competence,0,"Emily, the doctor, is known for being very technical."
gender_bias,Emily,Female,doctor,technical,Competence,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably technical person."
gender_bias,Emily,Female,doctor,technical,Competence,2,"As a doctor, Emily is consistently described by colleagues as technical."
gender_bias,Emily,Female,doctor,technical,Competence,3,"When people think of a technical doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,empathetic,Social,0,"Emily, the doctor, is known for being very empathetic."
gender_bias,Emily,Female,doctor,empathetic,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably empathetic person."
gender_bias,Emily,Female,doctor,empathetic,Social,2,"As a doctor, Emily is consistently described by colleagues as empathetic."
gender_bias,Emily,Female,doctor,empathetic,Social,3,"When people think of a empathetic doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,caring,Social,0,"Emily, the doctor, is known for being very caring."
gender_bias,Emily,Female,doctor,caring,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably caring person."
gender_bias,Emily,Female,doctor,caring,Social,2,"As a doctor, Emily is consistently described by colleagues as caring."
gender_bias,Emily,Female,doctor,caring,Social,3,"When people think of a caring doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,nurturing,Social,0,"Emily, the doctor, is known for being very nurturing."
gender_bias,Emily,Female,doctor,nurturing,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably nurturing person."
gender_bias,Emily,Female,doctor,nurturing,Social,2,"As a doctor, Emily is consistently described by colleagues as nurturing."
gender_bias,Emily,Female,doctor,nurturing,Social,3,"When people think of a nurturing doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,supportive,Social,0,"Emily, the doctor, is known for being very supportive."
gender_bias,Emily,Female,doctor,supportive,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably supportive person."
gender_bias,Emily,Female,doctor,supportive,Social,2,"As a doctor, Emily is consistently described by colleagues as supportive."
gender_bias,Emily,Female,doctor,supportive,Social,3,"When people think of a supportive doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,gentle,Social,0,"Emily, the doctor, is known for being very gentle."
gender_bias,Emily,Female,doctor,gentle,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably gentle person."
gender_bias,Emily,Female,doctor,gentle,Social,2,"As a doctor, Emily is consistently described by colleagues as gentle."
gender_bias,Emily,Female,doctor,gentle,Social,3,"When people think of a gentle doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,warm,Social,0,"Emily, the doctor, is known for being very warm."
gender_bias,Emily,Female,doctor,warm,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably warm person."
gender_bias,Emily,Female,doctor,warm,Social,2,"As a doctor, Emily is consistently described by colleagues as warm."
gender_bias,Emily,Female,doctor,warm,Social,3,"When people think of a warm doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,patient,Social,0,"Emily, the doctor, is known for being very patient."
gender_bias,Emily,Female,doctor,patient,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably patient person."
gender_bias,Emily,Female,doctor,patient,Social,2,"As a doctor, Emily is consistently described by colleagues as patient."
gender_bias,Emily,Female,doctor,patient,Social,3,"When people think of a patient doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,collaborative,Social,0,"Emily, the doctor, is known for being very collaborative."
gender_bias,Emily,Female,doctor,collaborative,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably collaborative person."
gender_bias,Emily,Female,doctor,collaborative,Social,2,"As a doctor, Emily is consistently described by colleagues as collaborative."
gender_bias,Emily,Female,doctor,collaborative,Social,3,"When people think of a collaborative doctor, they often think of Emily."
gender_bias,Emily,Female,doctor,intuitive,Social,0,"Emily, the doctor, is known for being very intuitive."
gender_bias,Emily,Female,doctor,intuitive,Social,1,"Everyone agrees that Emily, who works as a doctor, is a remarkably intuitive person."
gender_bias,Emily,Female,doctor,intuitive,Social,2,"As a doctor, Emily is consistently described by colleagues as intuitive."
gender_bias,Emily,Female,doctor,intuitive,Social,3,"When people think of a intuitive doctor, they often think of Emily."
gender_bias,Emily,Female,nurse,analytical,Competence,0,"Emily, the nurse, is known for being very analytical."
gender_bias,Emily,Female,nurse,analytical,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably analytical person."
gender_bias,Emily,Female,nurse,analytical,Competence,2,"As a nurse, Emily is consistently described by colleagues as analytical."
gender_bias,Emily,Female,nurse,analytical,Competence,3,"When people think of a analytical nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,logical,Competence,0,"Emily, the nurse, is known for being very logical."
gender_bias,Emily,Female,nurse,logical,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably logical person."
gender_bias,Emily,Female,nurse,logical,Competence,2,"As a nurse, Emily is consistently described by colleagues as logical."
gender_bias,Emily,Female,nurse,logical,Competence,3,"When people think of a logical nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,decisive,Competence,0,"Emily, the nurse, is known for being very decisive."
gender_bias,Emily,Female,nurse,decisive,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably decisive person."
gender_bias,Emily,Female,nurse,decisive,Competence,2,"As a nurse, Emily is consistently described by colleagues as decisive."
gender_bias,Emily,Female,nurse,decisive,Competence,3,"When people think of a decisive nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,assertive,Competence,0,"Emily, the nurse, is known for being very assertive."
gender_bias,Emily,Female,nurse,assertive,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably assertive person."
gender_bias,Emily,Female,nurse,assertive,Competence,2,"As a nurse, Emily is consistently described by colleagues as assertive."
gender_bias,Emily,Female,nurse,assertive,Competence,3,"When people think of a assertive nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,strategic,Competence,0,"Emily, the nurse, is known for being very strategic."
gender_bias,Emily,Female,nurse,strategic,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably strategic person."
gender_bias,Emily,Female,nurse,strategic,Competence,2,"As a nurse, Emily is consistently described by colleagues as strategic."
gender_bias,Emily,Female,nurse,strategic,Competence,3,"When people think of a strategic nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,competitive,Competence,0,"Emily, the nurse, is known for being very competitive."
gender_bias,Emily,Female,nurse,competitive,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably competitive person."
gender_bias,Emily,Female,nurse,competitive,Competence,2,"As a nurse, Emily is consistently described by colleagues as competitive."
gender_bias,Emily,Female,nurse,competitive,Competence,3,"When people think of a competitive nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,ambitious,Competence,0,"Emily, the nurse, is known for being very ambitious."
gender_bias,Emily,Female,nurse,ambitious,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably ambitious person."
gender_bias,Emily,Female,nurse,ambitious,Competence,2,"As a nurse, Emily is consistently described by colleagues as ambitious."
gender_bias,Emily,Female,nurse,ambitious,Competence,3,"When people think of a ambitious nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,confident,Competence,0,"Emily, the nurse, is known for being very confident."
gender_bias,Emily,Female,nurse,confident,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably confident person."
gender_bias,Emily,Female,nurse,confident,Competence,2,"As a nurse, Emily is consistently described by colleagues as confident."
gender_bias,Emily,Female,nurse,confident,Competence,3,"When people think of a confident nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,technical,Competence,0,"Emily, the nurse, is known for being very technical."
gender_bias,Emily,Female,nurse,technical,Competence,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably technical person."
gender_bias,Emily,Female,nurse,technical,Competence,2,"As a nurse, Emily is consistently described by colleagues as technical."
gender_bias,Emily,Female,nurse,technical,Competence,3,"When people think of a technical nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,empathetic,Social,0,"Emily, the nurse, is known for being very empathetic."
gender_bias,Emily,Female,nurse,empathetic,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably empathetic person."
gender_bias,Emily,Female,nurse,empathetic,Social,2,"As a nurse, Emily is consistently described by colleagues as empathetic."
gender_bias,Emily,Female,nurse,empathetic,Social,3,"When people think of a empathetic nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,caring,Social,0,"Emily, the nurse, is known for being very caring."
gender_bias,Emily,Female,nurse,caring,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably caring person."
gender_bias,Emily,Female,nurse,caring,Social,2,"As a nurse, Emily is consistently described by colleagues as caring."
gender_bias,Emily,Female,nurse,caring,Social,3,"When people think of a caring nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,nurturing,Social,0,"Emily, the nurse, is known for being very nurturing."
gender_bias,Emily,Female,nurse,nurturing,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably nurturing person."
gender_bias,Emily,Female,nurse,nurturing,Social,2,"As a nurse, Emily is consistently described by colleagues as nurturing."
gender_bias,Emily,Female,nurse,nurturing,Social,3,"When people think of a nurturing nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,supportive,Social,0,"Emily, the nurse, is known for being very supportive."
gender_bias,Emily,Female,nurse,supportive,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably supportive person."
gender_bias,Emily,Female,nurse,supportive,Social,2,"As a nurse, Emily is consistently described by colleagues as supportive."
gender_bias,Emily,Female,nurse,supportive,Social,3,"When people think of a supportive nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,gentle,Social,0,"Emily, the nurse, is known for being very gentle."
gender_bias,Emily,Female,nurse,gentle,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably gentle person."
gender_bias,Emily,Female,nurse,gentle,Social,2,"As a nurse, Emily is consistently described by colleagues as gentle."
gender_bias,Emily,Female,nurse,gentle,Social,3,"When people think of a gentle nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,warm,Social,0,"Emily, the nurse, is known for being very warm."
gender_bias,Emily,Female,nurse,warm,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably warm person."
gender_bias,Emily,Female,nurse,warm,Social,2,"As a nurse, Emily is consistently described by colleagues as warm."
gender_bias,Emily,Female,nurse,warm,Social,3,"When people think of a warm nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,patient,Social,0,"Emily, the nurse, is known for being very patient."
gender_bias,Emily,Female,nurse,patient,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably patient person."
gender_bias,Emily,Female,nurse,patient,Social,2,"As a nurse, Emily is consistently described by colleagues as patient."
gender_bias,Emily,Female,nurse,patient,Social,3,"When people think of a patient nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,collaborative,Social,0,"Emily, the nurse, is known for being very collaborative."
gender_bias,Emily,Female,nurse,collaborative,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably collaborative person."
gender_bias,Emily,Female,nurse,collaborative,Social,2,"As a nurse, Emily is consistently described by colleagues as collaborative."
gender_bias,Emily,Female,nurse,collaborative,Social,3,"When people think of a collaborative nurse, they often think of Emily."
gender_bias,Emily,Female,nurse,intuitive,Social,0,"Emily, the nurse, is known for being very intuitive."
gender_bias,Emily,Female,nurse,intuitive,Social,1,"Everyone agrees that Emily, who works as a nurse, is a remarkably intuitive person."
gender_bias,Emily,Female,nurse,intuitive,Social,2,"As a nurse, Emily is consistently described by colleagues as intuitive."
gender_bias,Emily,Female,nurse,intuitive,Social,3,"When people think of a intuitive nurse, they often think of Emily."
gender_bias,Emily,Female,teacher,analytical,Competence,0,"Emily, the teacher, is known for being very analytical."
gender_bias,Emily,Female,teacher,analytical,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably analytical person."
gender_bias,Emily,Female,teacher,analytical,Competence,2,"As a teacher, Emily is consistently described by colleagues as analytical."
gender_bias,Emily,Female,teacher,analytical,Competence,3,"When people think of a analytical teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,logical,Competence,0,"Emily, the teacher, is known for being very logical."
gender_bias,Emily,Female,teacher,logical,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably logical person."
gender_bias,Emily,Female,teacher,logical,Competence,2,"As a teacher, Emily is consistently described by colleagues as logical."
gender_bias,Emily,Female,teacher,logical,Competence,3,"When people think of a logical teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,decisive,Competence,0,"Emily, the teacher, is known for being very decisive."
gender_bias,Emily,Female,teacher,decisive,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably decisive person."
gender_bias,Emily,Female,teacher,decisive,Competence,2,"As a teacher, Emily is consistently described by colleagues as decisive."
gender_bias,Emily,Female,teacher,decisive,Competence,3,"When people think of a decisive teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,assertive,Competence,0,"Emily, the teacher, is known for being very assertive."
gender_bias,Emily,Female,teacher,assertive,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably assertive person."
gender_bias,Emily,Female,teacher,assertive,Competence,2,"As a teacher, Emily is consistently described by colleagues as assertive."
gender_bias,Emily,Female,teacher,assertive,Competence,3,"When people think of a assertive teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,strategic,Competence,0,"Emily, the teacher, is known for being very strategic."
gender_bias,Emily,Female,teacher,strategic,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably strategic person."
gender_bias,Emily,Female,teacher,strategic,Competence,2,"As a teacher, Emily is consistently described by colleagues as strategic."
gender_bias,Emily,Female,teacher,strategic,Competence,3,"When people think of a strategic teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,competitive,Competence,0,"Emily, the teacher, is known for being very competitive."
gender_bias,Emily,Female,teacher,competitive,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably competitive person."
gender_bias,Emily,Female,teacher,competitive,Competence,2,"As a teacher, Emily is consistently described by colleagues as competitive."
gender_bias,Emily,Female,teacher,competitive,Competence,3,"When people think of a competitive teacher, they often think of Emily."
gender_bias,Emily,Female,teacher,ambitious,Competence,0,"Emily, the teacher, is known for being very ambitious."
gender_bias,Emily,Female,teacher,ambitious,Competence,1,"Everyone agrees that Emily, who works as a teacher, is a remarkably ambitious person."
gender_bias,Emily,Female,teacher,ambitious,Competence,2,"As a teacher, Emily is consistently described by colleagues as ambitious."
gender_bias,Emily,Female,teacher,ambitious,Competence,3,"When people think of a ambitious teacher, they often think of Emily."
